20;2;10,100;21,025,228;2,081
20;4;13,034;57,910,172;4,443
20;8;20,484;159,665,596;7,794
400;2;1,421,751;9,355,357,516;6,580
400;4;3,106,217;28,804,178,012;9,273
400;8;8,573,954;100,193,295,484;11,685
1000;2;10,086,937;58,668,157,516;5,816
1000;4;19,584,695;181,208,978,012;9,252
1000;8;53,879,769;634,225,936,060;11,771
2000;2;37,561,756;234,936,157,516;6,254
2000;4;77,556,343;726,416,978,012;9,366
2000;8;215,980,859;2,547,640,336,060;11,795
